stud_id,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_(grade),nationality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_(credited),curricular_units_1st_sem_(enrolled),curricular_units_1st_sem_(evaluations),curricular_units_1st_sem_(approved),curricular_units_1st_sem_(grade),curricular_units_1st_sem_(without_evaluations),curricular_units_2nd_sem_(credited),curricular_units_2nd_sem_(enrolled),curricular_units_2nd_sem_(evaluations),curricular_units_2nd_sem_(approved),curricular_units_2nd_sem_(grade),curricular_units_2nd_sem_(without_evaluations),unemployment_rate,inflation_rate,gdp,status
3086,Single,Change of course,1,Agronomy,Daytime,Secondary education,120,Portuguese,Higher Education - Degree,Higher Education - Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Specialists in Intellectual and Scientific Activities,115,No,No,No,Yes,Male,No,22,No,0,6,12,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,Dropout
3087,Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,130,Yes,No,Yes,No,Female,No,24,No,7,9,9,8,13.125,0,4,9,13,6,13,0,8.9,1.4,3.51,Enrolled
3088,Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,136,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other Situation,Installation and Machine Operators and Assembly Workers,133.9,Yes,No,No,No,Male,No,20,No,0,5,7,4,13,0,0,5,11,3,12,2,10.8,1.4,1.74,Dropout
3089,Married,Change of course,1,Management (evening attendance),Evening,Secondary education,100,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,128.2,No,No,No,Yes,Male,No,46,No,6,10,13,9,12.2,0,4,10,12,10,12.8,0,7.6,2.6,0.32,Graduate
3090,Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,129,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",126.9,Yes,No,No,Yes,Female,Yes,19,No,0,6,9,5,12.2,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Enrolled
3091,Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,117.1,Yes,No,No,Yes,Female,Yes,18,No,0,6,10,5,10.57142857,1,0,6,9,5,12.2,0,12.7,3.7,-1.7,Graduate
3092,Single,2nd phase - general contingent,6,Nursing,Daytime,Secondary education,132,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",132.4,Yes,No,No,Yes,Female,Yes,22,No,0,7,8,6,13.51666667,0,0,8,9,7,13.77142857,0,11.1,0.6,2.02,Graduate
3093,Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,137,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Intermediate Level Technicians and Professions,124.6,No,No,No,Yes,Female,No,18,No,0,7,10,7,13.398,0,0,8,8,8,13.5425,0,15.5,2.8,-4.06,Graduate
3094,Single,2nd phase - general contingent,2,Social Service,Daytime,Secondary education,111,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,110.7,Yes,No,No,Yes,Female,No,19,No,0,6,9,6,12.16666667,0,0,6,9,6,11,0,8.9,1.4,3.51,Graduate
3095,Single,1st phase - general contingent,2,Tourism,Daytime,Secondary education,127,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Armed Forces Professions,130.9,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,11.33333333,0,0,6,8,5,12.6,0,9.4,-0.8,-3.12,Graduate
3096,Single,3rd phase - general contingent,1,Informatics,Daytime,Secondary education,108,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,105.6,Yes,No,No,Yes,Male,No,20,No,0,5,7,5,12.16666667,0,0,5,7,5,15.28571429,0,12.4,0.5,1.79,Graduate
3097,Single,Technological specialization diploma holders,1,Tourism,Daytime,Technological specialization course,130,Portuguese,Technological specialization course,Technological specialization course,Meal preparation assistants,"Unskilled workers in extractive industry, construction, manufacturing and transport",130,Yes,No,Yes,Yes,Male,No,23,No,0,6,12,3,11.5,0,0,6,12,3,10.66666667,0,8.9,1.4,3.51,Enrolled
3098,Single,Over 23 years old,1,Oral Hygiene,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,105,No,No,No,Yes,Male,No,25,No,0,7,14,4,12.95,1,0,7,11,4,13.125,1,15.5,2.8,-4.06,Dropout
3099,Married,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,120.9,Yes,No,No,Yes,Female,No,39,No,0,7,12,4,12,0,0,7,13,4,12.5625,0,11.1,0.6,2.02,Dropout
3100,Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Other - 11th year of schooling,170,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",110,No,No,No,Yes,Male,Yes,25,No,0,6,8,6,14.14285714,0,0,6,6,6,13.5,0,15.5,2.8,-4.06,Graduate
3101,Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,134,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction and Craftsmen",120.5,Yes,No,No,Yes,Male,Yes,18,No,0,7,12,7,11.71666667,0,0,8,13,4,10.868,0,15.5,2.8,-4.06,Graduate
3102,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,123,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Unskilled Workers,116.7,Yes,No,No,Yes,Male,Yes,20,No,0,6,10,4,13.2,0,0,6,8,0,0,0,12.4,0.5,1.79,Dropout
3103,Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120,No,No,No,No,Male,No,24,No,0,6,0,0,0,0,0,6,0,0,0,0,13.9,-0.3,0.79,Dropout
3104,Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,130.3,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.83333333,0,0,6,7,6,12.33333333,0,13.9,-0.3,0.79,Graduate
3105,Single,Short cycle diploma holders,1,Agronomy,Daytime,Professional higher technical course,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Other administrative support staff,Other administrative support staff,125.8,No,No,Yes,Yes,Female,No,21,No,7,13,21,11,11.90909091,0,5,11,14,11,10.72727273,0,8.9,1.4,3.51,Graduate
3106,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,140,Yes,No,No,Yes,Male,No,21,No,0,6,7,6,12.85714286,0,0,6,6,6,13.16666667,0,12.4,0.5,1.79,Graduate
3107,Married,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,129,Yes,No,No,Yes,Female,No,36,No,0,7,7,6,11.3,0,0,7,7,6,11.3,0,7.6,2.6,0.32,Graduate
3108,Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,123,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",120.6,Yes,No,No,No,Female,No,19,No,0,6,9,3,11.66666667,0,0,6,15,1,10,0,10.8,1.4,1.74,Dropout
3109,Single,Technological specialization diploma holders,1,Management (evening attendance),Evening,Technological specialization course,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",130,Yes,No,No,Yes,Male,No,32,No,2,6,9,4,12.5,0,3,7,7,4,11,0,9.4,-0.8,-3.12,Dropout
3110,Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,143,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",131.6,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,7,14.368,0,0,8,8,8,14.44875,0,15.5,2.8,-4.06,Graduate
3111,Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,126,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,116.9,Yes,No,No,Yes,Female,No,21,No,0,6,11,6,10.375,0,0,6,12,3,11.66666667,0,12.7,3.7,-1.7,Enrolled
3112,Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,116,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,119.2,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,14,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
3113,Single,Technological specialization diploma holders,1,Social Service,Daytime,Technological specialization course,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,138.6,No,No,No,Yes,Male,No,22,No,3,6,7,6,12.33333333,0,2,6,6,2,14,0,13.9,-0.3,0.79,Dropout
3114,Married,Change of institution/course,1,Social Service (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,104,No,No,Yes,Yes,Female,No,42,No,5,11,14,10,11.9,0,5,11,14,10,12.8,0,11.1,0.6,2.02,Enrolled
3115,Married,Over 23 years old,1,Social Service (evening attendance),Evening,Higher education - degree,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,160.5,No,No,No,Yes,Female,No,38,No,8,11,11,11,12.63636364,0,5,8,8,8,11,0,13.9,-0.3,0.79,Graduate
3116,Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,126,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,132.7,No,No,No,Yes,Female,Yes,18,No,0,6,7,6,12.66666667,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Graduate
3117,Married,Change of course,1,Journalism and Communication,Daytime,Secondary education,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Student,160,No,No,Yes,No,Male,No,51,No,0,4,4,0,0,0,0,4,4,0,0,0,12.7,3.7,-1.7,Dropout
3118,Single,Change of course,1,Social Service (evening attendance),Evening,Secondary education,113,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Student,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",128.2,No,No,No,No,Female,No,41,No,0,6,6,0,0,6,0,6,12,0,0,0,9.4,-0.8,-3.12,Dropout
3119,Single,2nd phase - general contingent,2,Informatics,Daytime,Secondary education,127,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,121.1,Yes,No,No,Yes,Male,Yes,18,No,0,5,6,5,13.2,0,0,5,8,5,12.6,0,8.9,1.4,3.51,Enrolled
3120,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,127,No,No,No,Yes,Male,Yes,19,No,0,8,8,7,12.51428571,0,0,8,8,7,12.51428571,0,12.7,3.7,-1.7,Graduate
3121,Single,Change of course,1,Animation and Multimedia Design,Daytime,Secondary education,144,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative staff,121.6,No,No,No,Yes,Male,No,22,No,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Enrolled
3122,Single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,125,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,124,No,No,No,Yes,Male,Yes,19,No,0,6,7,6,11,0,0,6,6,5,12.2,0,11.1,0.6,2.02,Dropout
3123,Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,139,Portuguese,General commerce course,General commerce course,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",130.8,Yes,No,No,No,Female,No,18,No,0,8,9,6,12.75833333,1,0,8,9,6,12.75833333,1,9.4,-0.8,-3.12,Dropout
3124,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,164,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,149,Yes,No,No,Yes,Female,Yes,23,No,0,6,7,6,13.85714286,0,0,6,6,6,14.16666667,0,10.8,1.4,1.74,Graduate
3125,Single,Change of institution/course,1,Advertising and Marketing Management,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Armed Forces Professions,120,No,No,Yes,Yes,Male,No,32,No,1,6,15,2,12,0,0,6,7,0,0,0,11.1,0.6,2.02,Dropout
3126,Married,Over 23 years old,1,Social Service (evening attendance),Evening,Other - 11th year of schooling,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",113,No,No,No,Yes,Female,No,46,No,0,6,13,3,12.33333333,0,0,6,6,6,13.33333333,0,11.1,0.6,2.02,Graduate
3127,Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,126,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",126,No,No,No,No,Male,No,29,No,0,6,12,0,0,0,0,6,6,0,0,6,9.4,-0.8,-3.12,Dropout
3128,Single,2nd phase - general contingent,6,Oral Hygiene,Daytime,Secondary education,118,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",117.8,Yes,No,No,Yes,Female,Yes,19,No,0,7,11,6,12.4,0,0,7,8,6,12.8,0,11.1,0.6,2.02,Graduate
3129,Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,140,Spanish,Higher Education - Bachelor's Degree,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,124.3,Yes,No,No,Yes,Female,No,19,Yes,0,7,9,5,12.32,0,0,7,9,5,11.9,0,12.4,0.5,1.79,Enrolled
3130,Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,133.1,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,110,No,No,No,Yes,Female,No,28,No,0,6,15,4,12,0,0,6,14,4,12,0,11.1,0.6,2.02,Dropout
3131,Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",102.5,No,No,No,Yes,Female,Yes,32,No,0,6,6,6,11.33333333,0,0,6,8,5,13,0,15.5,2.8,-4.06,Graduate
3132,Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,125,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,132,No,No,No,No,Female,No,18,No,1,6,10,5,12.2,1,0,6,11,4,10.83333333,0,13.9,-0.3,0.79,Enrolled
3133,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,135,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,122.8,No,No,No,Yes,Female,No,18,No,0,6,7,6,14,0,0,6,7,6,14,0,10.8,1.4,1.74,Graduate
3134,Single,Over 23 years old,1,Informatics,Daytime,Secondary education,139,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",110.3,No,No,Yes,Yes,Male,No,24,No,0,5,12,1,10,0,0,5,11,1,11,0,8.9,1.4,3.51,Enrolled
3135,Single,International student (bachelor),1,Basic Education,Daytime,Secondary education,133.1,Brazilian,Higher Education - Master (2nd cycle),Secondary Education - 12th Year of Schooling or Eq.,Personal care workers and the like,Information and communication technology technicians,128.2,No,No,No,Yes,Female,No,23,Yes,11,16,17,16,14.625,0,6,10,12,9,14.88888889,0,8.9,1.4,3.51,Graduate
